0.051093362	-0.07988616	-0.04366523	-0.08660489	0.041665163	0.072752975	0.052611016	0.09169884	0.019862296	0.092971876	0.06567617	-0.039972536	-0.09387744	0.019729862	-0.015293597	0.03435847
0.12255997	-0.4387822	0.46731833	-0.81872535	0.9009291	0.56750715	-0.1833968	0.26006258	0.5435176	0.64285594	0.34070495	0.38606015	-0.15262136	0.36402628	0.51449794	-0.13883556
0.41630518	0.6477938	-0.098327085	0.43611425	-0.9115449	-0.72339034	-0.0801252	-0.13766511	-0.33114567	-0.4166858	-0.61992955	0.49974486	0.14705901	0.4645629	0.46976894	0.4794179
0.02444992	0.19201311	-0.16185872	0.27400374	-0.3108274	-0.069700204	0.0114816055	-0.2505392	-0.08913446	-0.30962756	-0.047449816	-0.24408242	0.21661584	-0.28683525	-0.18976007	0.11595602
-0.15549167	0.4012427	-0.13129963	0.25221524	-0.17593855	-0.014954719	-0.29124603	-0.55550367	0.086966164	-0.6056397	0.012015758	-0.46571139	0.54017764	-0.6655443	-0.4546453	0.08228187
0.72606426	0.8126619	-0.0826668	0.88048023	-1.317988	-1.0675365	-0.092730656	-0.19741434	-0.6942468	-0.8565942	-1.0832398	0.80116934	0.19872612	0.9033318	0.820953	0.88098454
-0.11038145	-0.5267731	0.33293507	-0.37359628	0.49606255	0.1680585	0.26089308	0.59200907	-0.086756475	0.4092896	-0.043794278	0.43313485	-0.5396935	0.5622795	0.53657144	-0.28901482
0.10489041	-0.02407424	-0.3946963	0.13424635	-0.31724405	-0.01588416	0.23973088	0.49609876	-0.2660466	0.25713754	0.10788435	0.12231476	-0.44803908	0.18806344	0.0024628474	0.1748538
0.6319694	0.99463654	-0.9676288	0.9194013	-1.448314	-0.6921544	-0.07515419	-0.3068517	-0.6084575	-0.7242924	-0.11196653	-0.45701432	0.10698481	-0.6151501	-0.6036966	1.1016209
0.22595417	0.24281274	-0.24019411	0.21768218	-0.597015	-0.35404533	0.1324654	0.31538305	-0.26681736	0.0635139	-0.21401478	0.35846967	-0.32558164	0.35418585	0.24424402	0.28111902
-0.3692446	-0.76594776	-0.015275452	0.36312374	-0.04519444	-0.25735503	0.7984776	1.0530554	-0.70777994	0.39086476	-0.28678355	0.5932843	-1.1005951	0.69763505	0.50218946	-0.44409576
0.22525553	-0.0737809	-0.92104536	0.29372457	-0.15881924	0.69038486	0.37336287	0.66536516	-0.18058576	0.60809064	0.93368524	-0.70962214	-0.7710119	-0.62706006	-0.8221841	0.44605833
-0.34619915	0.24855463	-0.649401	0.6570289	-0.38976586	0.26026833	0.075942084	-0.66758376	-0.24358384	-0.92598814	0.63577896	-0.9340704	0.49901932	-1.1256856	-1.0009286	0.03189681
0.024198115	-0.39118463	0.47524208	-0.76299644	0.7683845	0.35262212	-0.22708662	0.034872256	0.44536462	0.333657	0.15382305	0.35262334	-0.023592066	0.29871085	0.5026182	-0.19480641
-0.13553461	-0.1344361	0.6368427	-0.9330842	0.86254454	0.6242819	-0.86667365	-0.8095481	0.9339274	-0.100318074	0.59122175	-0.5478609	0.76669914	-0.5659491	-0.38569203	-0.2623873
0.24814469	-0.18182135	-0.06837121	-0.770554	0.83794713	0.8345005	-0.5866981	-0.15921783	0.7931217	0.62278336	0.8628623	-0.29529935	0.064531446	-0.29668146	-0.24616848	0.11023992
0.16147962	0.08216757	0.003053522	-0.67502564	0.656647	0.74128646	-0.6516244	-0.5393746	0.7928153	0.3472365	0.8666773	-0.52357507	0.48706132	-0.59982204	-0.4689747	0.12345486
-0.07143624	-0.12051198	0.56318176	-0.55544186	0.51909655	0.17516348	-0.39811245	-0.46367973	0.49891427	-0.046805415	0.072933614	0.03198166	0.40845805	-0.07189236	0.1524	-0.19282416
0.5004765	0.6577267	1.3568234	0.35828096	-1.2898096	-1.2426628	-0.31163222	-0.7111098	-0.41706547	-1.4438093	-1.3965048	1.1929411	0.9220866	1.3362556	1.3184217	0.28877792
-0.7978766	-0.60719556	0.20609641	0.37197798	0.23464796	0.26281178	0.48537236	-0.1393379	-0.23247522	-0.7061137	0.22936726	-0.61554015	0.17325081	-0.6285271	-0.7240766	-0.70660216
-0.58658844	-0.42326653	0.01487033	0.5426982	-0.09624675	-0.07409746	0.464491	0.13675742	-0.46950623	-0.45596778	-0.15618588	-0.35996795	-0.044570573	-0.32139137	-0.4233868	-0.5350852
0.88523453	0.8431249	-0.7507741	0.10193155	-1.030464	-0.29905087	-0.21551871	0.3530747	-0.11384345	0.44711137	0.046355203	0.5526422	-0.52138853	0.7044173	0.46954286	0.923385
0.5272426	0.26721257	-0.7075772	-0.66878706	0.70182353	0.8453412	-0.56644225	0.50524354	0.65163314	0.6825781	0.94308233	-0.05711239	-0.62031686	0.01760025	-0.0026275076	0.48779306
0.3675221	0.16848998	0.22152545	-0.43853557	-0.06546296	-0.2579271	-0.009220544	0.35993767	0.071246356	0.39018413	-0.3445929	0.88694	-0.37115586	0.90302664	0.98090607	0.2134542
0.5286774	0.53561133	0.19488199	-0.37685603	-0.16949952	-0.29355785	-0.5187042	-0.41738436	0.4642214	0.035633072	-0.29905203	0.429454	0.3959747	0.4038574	0.58550113	0.413411
0.08842387	0.38837287	-0.8197032	0.6629842	-0.76502955	0.060640678	0.22843476	0.17743763	-0.4503494	-0.081555754	0.40267637	-0.556386	-0.3196432	-0.62365544	-0.64039373	0.432145
-0.24411848	0.052370097	-0.0029781524	0.08371141	0.08783009	0.2638339	-0.28089777	-0.5167714	0.20040566	-0.38062602	0.3475993	-0.5605029	0.5164575	-0.7091163	-0.6423225	-0.10621673
1.1038945	1.1499078	-1.2707926	-0.94924086	0.73188055	1.1283213	-1.0059572	1.49862	1.0226958	1.1940093	1.2159117	1.0422634	-1.2831163	1.1892394	0.992055	1.0694457
-0.11085873	0.117421426	0.55336094	-0.114836425	-0.036443535	-0.3902026	-0.11620119	-0.22147766	0.009921326	-0.30520132	-0.54494065	0.45881897	0.22430892	0.44434288	0.60489273	-0.19882795
0.10273558	-0.021469133	0.28228974	-0.29152012	0.3037274	0.069868125	-0.12712307	-0.07673224	0.22842126	0.08297026	-0.06372593	0.23933187	0.090736136	0.142945	0.32011408	-0.034257825
-0.17632687	0.19146186	-0.6554016	0.46914393	-0.17418522	0.5282607	0.03514998	-0.3297853	-0.032117087	-0.43529338	0.81410575	-0.90395945	0.26137495	-0.9580878	-0.9392482	0.17178993
